Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
N806SP,US,40.532,-85.866,1036,201,140,,,,KMZZ,MZZ,,,NCR,N8,C172,1688586783,en-route
N302CF,SV,37.596,-84.255,1036,81,155,,,,,,,,VOS,N3,C172,1688586783,en-route
N8820B,US,36.235,-88.594,990,18,211,,,,,,,,NCR,N8,C172,1688586783,en-route
N824MC,US,37.773,-88.734,906,1,205,,,,KMWA,MWA,,,NCR,N8,C172,1688586783,en-route
N917TC,,38.717,-95.017,899,49,172,,,,,,,,,,P28A,1688586783,en-route
N55350,CA,41.921,-93.649,891,17,175,,,,KDSM,DSM,,,NRL,N5,C172,1688586783,en-route
N84678,US,37.604,-84.932,883,276,181,,,,,,,,NCR,N8,C172,1688586783,en-route
N464CM,US,38.95,-93.69,739,131,170,464,UCM464,,,,,,UCM,,C172,1688586783,en-route
N193LL,US,39.417,-86.446,739,275,227,,,,KBAK,CLU,,,,N1,EC45,1688586783,en-route
N63470,US,39.012,-93.349,716,59,175,634,UCM634,,,,,,UCM,,C172,1688586783,en-route
N717RF,FI,38.187,-84.554,693,213,162,,,,KLEX,LEX,,,FCM,N7,C172,1688586783,en-route
N5173V,CA,37.8,-84.08,670,221,151,,,,,,,,NRL,N5,C172,1688586783,en-route
17-20927,,38.5,-96.006,655,42,203,,,,,,,,,,H60,1688586783,en-route
N464TH,RU,39.626,-87.67,609,2,200,,,,KHUF,HUF,,,NWS,N4,DA40,1688586783,en-route
N911LP,NP,37.999,-84.421,579,52,159,,,,KLEX,LEX,,,SHA,N9,B06,1688586783,en-route
N6375B,NA,36.186,-94.511,579,180,201,,,,KSLG,SLG,,,NMD,N6,C182,1688586783,en-route
N672L,US,40.018,-88.245,518,126,153,6720,LTA6720,,KCMI,CMI,KIND,IND,LTA,,DA40,1688586783,en-route
N862PU,US,40.395,-86.943,502,55,177,62,PDU62,,KLAF,LAF,,,PDU,,P28A,1688586783,en-route
N862LH,US,40.842,-85.634,502,237,224,,,,KFWA,FWA,,,NCR,N8,EC30,1688586783,en-route
N303DD,US,41.416,-90.448,487,307,253,4249,ENY4249,AA4249,KDFW,DFW,KMLI,MLI,AAL,AA,E75L,1688586783,en-route
N207ER,NG,41.373,-85.129,472,344,155,,,,,,,,NIG,N2,G2CA,1688586783,en-route
N463CM,US,38.762,-93.818,441,172,138,463,UCM463,,,,,,UCM,,C172,1688586783,en-route
N861PU,US,40.226,-85.402,441,198,124,61,PDU61,,KLAF,LAF,,,PDU,,P28A,1688586783,en-route
N660L,US,39.604,-85.788,441,319,181,660,LTA660,,,,,,LTA,,DA40,1688586783,en-route
N864PU,US,40.398,-86.956,434,220,148,64,PDU64,,KLAF,LAF,KSBN,SBN,PDU,,P28A,1688586783,en-route
N2214M,NG,41.735,-86.303,426,271,166,,,,KSBN,SBN,,,NIG,N2,P28A,1688586783,en-route
N219RV,NG,38.804,-94.922,426,66,127,,,,KIXD,JCI,,,NIG,N2,RV9,1688586783,en-route
N802GT,US,39.476,-88.054,403,273,231,,,,,,,,NCR,N8,R66,1688586783,en-route
N746TM,US,40.435,-86.899,403,228,170,38,WMU38,,KBTL,BTL,,,WMU,,SR20,1688586783,en-route
N4641F,RU,40.507,-88.898,396,198,153,,,,KYIP,YIP,KBMI,BMI,NWS,N4,P28R,1688586783,en-route
N656L,US,40.279,-86.576,381,170,164,656,LTA656,,,,,,LTA,,DA40,1688586783,en-route
N65626,NA,39.365,-84.525,365,291,157,,,,KMWO,MWO,,,NMD,N6,C172,1688586783,en-route
N602WR,NA,40.427,-87.433,304,319,164,,,,,,,,NMD,N6,AT6T,1688586783,en-route
N9421Z,NP,36.361,-86.407,297,176,137,,,,KMQY,MQY,,,SHA,N9,C172,1688586783,en-route
N476DC,RU,41.147,-85.147,289,231,85,,,,,,,,NWS,N4,DV20,1688586783,en-route
N802FV,US,36.195,-90.056,281,174,159,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N985JB,NP,41.953,-85.594,274,213,151,,,,,,,,SHA,N9,AT6T,1688586783,en-route
N848HA,US,36.471,-90.269,274,241,229,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N506FA,CA,40.586,-88.707,243,1,159,,,,,,,,NRL,N5,AT8T,1688586783,en-route
N6343D,NA,38.931,-90.45,228,263,118,,,,,,,,NMD,N6,C172,1688586783,en-route
N975L,US,39.727,-86.279,228,134,75,9750,LTA9750,,KIND,IND,KIND,IND,LTA,,DA40,1688586783,en-route
N802QH,US,39.73,-89.086,213,186,224,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N65673,NA,39.26,-85.899,213,224,100,,,,KMWO,MWO,,,NMD,N6,C172,1688586783,en-route
N802DV,US,36.924,-89.812,205,8,222,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N941LA,NP,36.986,-89.393,175,334,244,,,,,,,,SHA,N9,AT8T,1688586783,en-route
N807HA,US,36.474,-90.31,152,182,201,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N904MH,NP,36.781,-89.41,99,4,42,,,,,,,,SHA,N9,AT8T,1688586783,en-route
N8046E,US,36.744,-89.715,99,180,246,,,,,,,,NCR,N8,AT8T,1688586783,en-route
N67171,US,39.289,-94.71,0,95,24,2078,DAL2078,DL2078,KMCI,MCI,KATL,ATL,DAL,DL,B752,1688586783,en-route
N370U,US,37.239,-93.382,0,146,24,37,OUA37,,KSGF,SGF,,,OUA,,BE9L,1688586783,en-route
N413UP,US,38.165,-85.738,0,289,14,2930,UPS2930,5X2930,KSDF,SDF,KSNA,SNA,UPS,5X,B752,1688586783,en-route
N988CT,NP,39.361,-84.515,0,109,33,,,,KHAO,HAO,,,SHA,N9,DV20,1688586783,en-route
N531GJ,US,39.719,-86.293,0,222,31,4491,GJS4491,UA4491,KPIT,PIT,KORD,ORD,UAL,UA,CRJ7,1688586783,en-route
N837NN,US,39.718,-86.301,0,135,0,1636,AAL1636,AA1636,KIAH,IAH,KORD,ORD,AAL,AA,B738,1688586783,landed
A7-BAI,QA,39.716,-86.312,0,39,1,63P,QTR63P,QR725,OTHH,DOH,KORD,ORD,QTR,QR,B77W,1688586783,landed
N523GW,CA,38.837,-94.882,0,30,0,,,,KAMA,AMA,KIXD,JCI,NRL,N5,SR22,1688586783,landed
N588FE,US,39.711,-86.284,0,180,0,3671,FDX3671,FX3671,KIND,IND,,,FDX,FX,MD11,1688586783,landed
N634QX,US,39.293,-94.726,0,275,0,2584,QXE2584,AS2584,KBOI,BOI,KORD,ORD,ASA,AS,E75L,1688586783,landed
N8503A,US,41.785,-87.744,0,132,0,3286,SWA3286,WN3286,KMDW,MDW,KSRQ,SRQ,SWA,WN,B738,1688586783,landed
N851FD,US,39.716,-86.28,0,2,5,5236,FDX5236,FX5236,KIND,IND,PANC,ANC,FDX,FX,B77L,1688586783,en-route
N653FE,US,39.71,-86.287,0,42,37,3736,FDX3736,FX3736,KIND,IND,KSNA,SNA,FDX,FX,A306,1688586783,en-route
N979UY,US,39.718,-86.299,0,47,0,1821,AAL1821,AA1821,KIND,IND,KCLT,CLT,AAL,AA,A321,1688586783,landed
N307BR,SV,39.098,-93.199,0,89,0,,,,,,,,VOS,N3,AT8T,1688586783,landed
N856PU,US,40.416,-86.934,0,11,16,56,PDU56,,KLAF,LAF,KLAF,LAF,PDU,,P28A,1688586783,en-route
N700JC,FI,38.036,-84.606,0,230,166,,,,KATL,ATL,KLEX,LEX,FCM,N7,SBR1,1688586783,en-route
N586FD,CA,37.243,-93.384,0,22,29,,,,,,,,NRL,N5,C25A,1688586783,en-route
MM62167,IT,41.535,12.101,609,128,481,2867,IEI2867,,LIPX,VRN,,,IEI,,P180,1688586783,en-route
MM82026,IT,37.932,12.311,327,5,144,,,,,,,,IAM,,A139,1688586783,en-route
G-WUKU,HU,41.414,19.717,0,354,46,3XW,WUK3XW,W94487,EGGW,LTN,LATI,TIA,WZZ,W9,A21N,1688586783,en-route
EI-EFE,IE,38.119,20.504,0,56,0,7QB,RYR7QB,FR6611,EGSS,STN,LGKF,EFL,RYR,FR,B738,1688586783,landed
EI-EBX,IE,42.43,14.187,0,129,3,515A,RYR515A,FR9364,LIBP,PSR,LEGE,GRO,RYR,FR,B738,1688586783,scheduled
G-WUKO,HU,43.498,15.894,1356,133,531,3PB,WUK3PB,W97902,EGGW,LTN,LDSP,SPU,WZZ,W9,A21N,1688586783,en-route
PH-HZJ,NL,43.583,16.163,3253,310,577,52K,TRA52K,HV5872,LDSP,SPU,EHAM,AMS,TRA,HV,B738,1688586783,en-route
SE-ROU,SE,43.535,16.298,0,101,0,2831,SAS2831,SK2831,EKCH,CPH,LDSP,SPU,SAS,SK,A20N,1688586783,landed
TC-RDF,TR,42.575,21.031,0,264,1,343,PGT343,PC343,LWSK,SKP,BKPR,PRN,PGT,PC,A21N,1688586783,landed
EI-IHE,IE,42.69,23.405,0,196,0,23NH,RYR23NH,FR9961,EGSS,STN,LBSF,SOF,RYR,FR,B38M,1688586783,landed
9H-WBP,HU,44.329,23.606,800,130,429,5163,WMT5163,W43764,LEMD,MAD,LRCV,CRA,WZZ,W4,A320,1688586783,en-route
D-AINY,DE,42.629,23.654,1478,4,405,3EE,DLH3EE,LH1428,EDDF,FRA,LBSF,SOF,DLH,LH,A20N,1688586783,en-route
D-AECG,DE,46.825,23.854,883,251,309,6EJ,DLH6EJ,LH1474,EDDF,FRA,LRCL,CLJ,DLH,LH,E190,1688586783,en-route
N16511,US,37.608,-80.017,4236,120,653,3853,VTE3853,LF3853,KLWB,LWB,KCLT,CLT,VTE,LF,E135,1688586783,en-route
N296KR,NG,38.902,-82.635,3078,281,281,,,,,QQP,,,NIG,N2,,1688586783,en-route
N926KR,NP,38.923,-82.672,3048,284,270,,,,,QQP,,,SHA,N9,M20P,1688586783,en-route
N619AP,NA,37.139,-80.289,3017,82,344,,,,KPSK,PSK,KPHF,PHF,NMD,N6,S22T,1688586783,en-route
N44JA,RU,41.228,-77.458,1828,115,229,,,,KERI,ERI,,,NWS,N4,PA32,1688586783,en-route
N4665R,RU,37.844,-79.789,1798,38,166,,,,,,,,NWS,N4,P28A,1688586783,en-route
N29047,NG,40.766,-78.121,1478,149,100,,,,KUNV,SCE,,,NIG,N2,C172,1688586783,en-route
N5290L,CA,38.269,-76.563,1402,219,214,,,,KMQS,CTH,,,NRL,N5,P28A,1688586783,en-route
N24787,NG,38.28,-76.578,1402,238,207,,,,KCGE,CGE,,,NIG,N2,C172,1688586783,en-route
N217AW,NG,41.273,-81.21,1371,217,153,,,,,,,,NIG,N2,P28A,1688586783,en-route
N9489T,NP,39.045,-80.787,1341,248,262,,,,,,,,SHA,N9,C210,1688586783,en-route
N840H,US,39.444,-80.067,1280,324,235,,,,KCKB,CKB,,,NCR,N8,PA27,1688586783,en-route
N3281L,SV,37.683,-77.333,1280,179,188,,,,,,,,VOS,N3,C172,1688586783,en-route
N716TH,FI,39.273,-80.068,1226,165,172,,,,KCKB,CKB,,,FCM,N7,C172,1688586783,en-route
N2407G,NG,41.001,-80.773,1158,271,222,,,,KMPO,MPO,,,NIG,N2,C182,1688586783,en-route
N32590,SV,39.358,-77.726,1097,89,194,,,,,,,,VOS,N3,P28A,1688586783,en-route
N703LU,FI,37.267,-79.597,1066,260,92,,,,KLYH,LYH,,,FCM,N7,C172,1688586783,en-route
N708LU,FI,36.975,-79.546,1051,53,207,,,,KLYH,LYH,,,FCM,N7,C172,1688586783,en-route
N910BC,NP,40.439,-75.2,1043,133,124,,,,KUKT,UKT,,,SHA,N9,,1688586783,en-route
N3076D,SV,41.432,-75.643,1036,34,259,,,,KAVP,AVP,KAVP,AVP,VOS,N3,BE36,1688586783,en-route
N426EP,RU,38.292,-83.804,1036,5,168,,,,,,,,NWS,N4,C172,1688586783,en-route
N333FA,SV,40.726,-81.195,1036,340,194,,,,KHLG,HLG,,,VOS,N3,P28A,1688586783,en-route
N6345E,NA,39.808,-80.909,1005,259,190,,,,,,,,NMD,N6,C172,1688586783,en-route
N122Q,US,40.691,-81.784,1005,183,175,,,,,,,,,N1,ST75,1688586783,en-route
N5961G,CA,40.85,-80.65,1005,179,140,,,,KYNG,YNG,,,NRL,N5,C150,1688586783,en-route
N80471,US,41.416,-75.875,975,20,209,471,NCR471,N8471,,,,,NCR,N8,C172,1688586783,en-route
09-20197,,38.578,-77.27,975,226,118,,,,,,,,,,H60,1688586783,en-route
N2950X,NG,40.729,-78.032,975,64,187,,,,KJST,JST,,,NIG,N2,C177,1688586783,en-route
N132KM,US,39.048,-82.222,960,64,264,,,,,,,,,N1,PA32,1688586783,en-route
N600HJ,NA,40.817,-80.05,944,271,185,,,,KBTP,BTP,,,NMD,N6,P28A,1688586783,en-route
N707LU,FI,37.383,-79.405,929,321,133,,,,KLYH,LYH,,,FCM,N7,C172,1688586783,en-route
N5132Q,US,37.977,-75.453,914,62,203,412,AVL412,,KMFV,MFV,,,AVL,,C172,1688586783,en-route
N20871,NG,40.833,-80.483,914,271,166,871,NIG871,N2871,KBVI,BFP,,,NIG,N2,C172,1688586783,en-route
N19710,US,36.033,-83.483,914,89,174,,,,KGKT,GKT,,,,N1,C172,1688586783,en-route
N930BW,NP,38.392,-75.097,899,348,412,,,,KOXB,OCE,,,SHA,N9,TBM9,1688586783,en-route
57-1456,US,38.867,-76.713,891,13,457,,,,KADW,ADW,,,RCH,MC,K35R,1688586783,en-route
N9326D,NP,37.782,-76.219,868,15,220,,,,,,,,SHA,N9,C72R,1688586783,en-route
N38368,SV,40.83,-82.859,868,274,264,,,,KBJJ,BJJ,,,VOS,N3,P32R,1688586783,en-route
N999BF,NP,40.218,-80.493,853,308,290,,,,KAGC,AGC,KAGC,AGC,SHA,N9,BT36,1688586783,en-route
N870U,US,39.323,-81.995,838,28,246,,,,KUNI,ATO,,,NCR,N8,BE58,1688586783,en-route
N6733U,NA,36.467,-76.84,822,322,218,,,,KEDE,EDE,,,NMD,N6,M20P,1688586783,en-route
N9731H,NP,38.421,-82.561,792,48,164,,,,KHTS,HTS,,,SHA,N9,C172,1688586783,en-route
N516DM,CA,41.852,-73.249,762,104,231,,,,,,,,NRL,N5,C182,1688586783,en-route
N733KB,FI,41.228,-83.008,754,160,172,,,,KTOL,TOL,,,FCM,N7,C172,1688586783,en-route
N32GV,SV,38.851,-83.962,701,226,168,,,,,,,,VOS,N3,C172,1688586783,en-route
N317RV,SV,40.539,-81.887,685,266,190,,,,KLNS,LNS,,,VOS,N3,RV10,1688586783,en-route
N764BK,FI,39.272,-80.215,609,19,168,,,,KCKB,CKB,,,FCM,N7,C172,1688586783,en-route
N485LF,RU,41.29,-75.905,586,238,218,,,,KAVP,AVP,,,NWS,N4,EC45,1688586783,en-route
N749SE,FI,36.162,-83.176,586,86,238,,,,,,,,FCM,N7,FBA2,1688586783,en-route
N48842,RU,37.096,-79.635,548,347,162,,,,KGSO,GSO,,,NWS,N4,C152,1688586783,en-route
N316HK,SV,37.634,-82.691,533,197,185,,,,,,,,VOS,N3,H500,1688586783,en-route
N8901U,US,40.563,-81.055,518,353,172,,,,,,,,NCR,N8,BE33,1688586783,en-route
N924MM,NP,37.403,-78.489,502,111,190,,,,KLYH,LYH,,,SHA,N9,C172,1688586783,en-route
N69PF,NA,38.35,-82.483,457,303,177,,,,,,,,NMD,N6,H500,1688586783,en-route
N106MU,,38.404,-81.6,434,122,151,6,HRD6,,KCRW,CRW,,,HRD,,SR20,1688586783,en-route
N33124,SV,38.322,-76.602,426,259,183,,,,,,,,VOS,N3,P28B,1688586783,en-route
N400MX,US,41.248,-80.661,419,351,242,400,RVJ400,,KPIT,PIT,KYNG,YNG,RVJ,,BE40,1688586783,en-route
N2471S,NG,37.871,-77.183,396,230,255,417S,NIG417S,N2417S,KPHL,PHL,KJFK,JFK,NIG,N2,C337,1688586783,en-route
N753KS,US,41.149,-81.416,365,189,140,53,KSF53,,KAKR,AKC,,,KSF,,P28R,1688586783,en-route
N172GC,US,41.298,-75.866,365,158,153,,,,KWBW,WBW,,,,N1,C172,1688586783,en-route
N7168F,FI,40.542,-82.423,365,149,144,,,,,,,,FCM,N7,H500,1688586783,en-route
N73WL,FI,39.998,-80.69,358,258,9,,,,,,,,FCM,N7,H500,1688586783,en-route
N90508,NP,37.305,-79.214,350,28,135,508,SHA508,N9508,,,,,SHA,N9,C172,1688586783,en-route
N986AV,NP,40.774,-80.391,335,270,1,,,,,,,,SHA,N9,C172,1688586783,landed
N712LU,FI,37.343,-78.455,320,129,142,,,,,,,,FCM,N7,C172,1688586783,en-route
N117NC,US,41.59,-75.262,274,345,22,,,,KLOM,BBX,,,,N1,BK17,1688586783,en-route
N357JA,SV,39.898,-83.139,251,211,125,,,,,,,,VOS,N3,P28A,1688586783,en-route
N4889D,RU,41.677,-81.402,243,48,131,,,,KLNN,LNN,,,NWS,N4,C172,1688586783,en-route
N733SK,FI,38.298,-76.538,243,98,142,,,,,,,,FCM,N7,C172,1688586783,en-route
N950SV,NP,40.79,-72.641,167,69,333,,,,KISP,ISP,,,SHA,N9,C208,1688586783,en-route
N2880S,NG,39.002,-74.783,121,12,94,,,,,,,,NIG,N2,C150,1688586783,en-route
N54151,CA,41.701,-72.863,121,189,112,,,,,,,,NRL,N5,C172,1688586783,en-route
N5253C,CA,41.062,-73.703,99,329,87,,,,KHPN,HPN,,,NRL,N5,C172,1688586783,en-route
N3393H,SV,39.736,-74.113,91,30,98,,,,,,,,VOS,N3,PA12,1688586783,en-route
N272HF,NG,36.653,-76.332,76,35,122,,,,,QQP,,,NIG,N2,C172,1688586783,en-route
N420U,RU,38.316,-76.553,60,282,122,,,,,,,,NWS,N4,C172,1688586783,en-route
N3505T,SV,40.871,-74.283,60,133,9,,,,KCDW,CDW,,,VOS,N3,C172,1688586783,en-route
N504JB,US,40.774,-73.87,0,67,3,1861,JBU1861,B61861,KLGA,LGA,KRSW,RSW,JBU,B6,A320,1688586783,landed
N289DA,NG,40.136,-80.287,0,92,24,,,,KAFJ,WSG,,,NIG,N2,SR20,1688586783,en-route
N665BC,US,38.345,-75.518,0,241,0,6098,PDT6098,AA6098,KSBY,SBY,KCLT,CLT,AAL,AA,E145,1688586783,landed
N26NJ,NG,40.645,-73.802,0,120,25,,,,KJFK,JFK,KSUA,SUA,NIG,N2,F2TH,1688586783,en-route
N6097G,NA,40.73,-73.419,0,42,11,,,,KFRG,FRG,,,NMD,N6,C172,1688586783,en-route
N523JB,US,40.775,-73.87,0,123,1,357,JBU357,B6357,KLGA,LGA,KDEN,DEN,JBU,B6,A320,1688586783,landed
N604SK,US,41.069,-73.705,0,56,1,3226,SKW3226,AA3226,KORD,ORD,KHPN,HPN,SKW,AA,CRJ7,1688586783,landed
N715LU,FI,37.327,-79.204,0,241,0,,,,KLYH,LYH,KLYH,LYH,FCM,N7,C172,1688586783,landed
N445QS,US,41.075,-73.71,0,53,11,445,EJM445,,KBTM,BTM,KHPN,HPN,EJA,1I,GLF4,1688586783,en-route
N792XJ,US,40.077,-75.008,0,241,24,792,XOJ792,,KVNY,VNY,KPNE,PNE,XOJ,,C750,1688586783,en-route
N105MU,,38.369,-81.592,0,140,27,5,HRD5,,KCRW,CRW,KAVL,AVL,HRD,,SR20,1688586783,en-route
N971AN,US,36.887,-76.209,0,216,12,2200,AAL2200,AA2200,KORF,ORF,KCLT,CLT,AAL,AA,B738,1688586783,en-route
N50WR,CA,40.734,-73.414,0,180,31,,,,KFRG,FRG,,,NRL,N5,P28A,1688586783,en-route
N124DX,US,40.771,-73.861,0,42,1,1541,DAL1541,DL1541,KLGA,LGA,KFLL,FLL,DAL,DL,A321,1688586783,landed
N35148,SV,40.873,-74.28,0,59,5,,,,KCDW,CDW,KCDW,CDW,VOS,N3,C172,1688586783,en-route
N120QS,US,41.076,-73.709,0,205,1,120,EJA120,,KHPN,HPN,,,EJA,1I,GL5T,1688586783,landed
N17564,US,40.697,-74.173,0,225,0,758,UAL758,UA758,KEWR,EWR,KCLT,CLT,UAL,UA,B39M,1688586783,landed
N986BT,NP,40.773,-80.394,0,272,59,,,,KBVI,BFP,KBVI,BFP,SHA,N9,C172,1688586783,en-route
N303PQ,US,36.898,-76.201,0,292,14,5065,EDV5065,DL5065,KLGA,LGA,KORF,ORF,DAL,DL,CRJ9,1688586783,en-route
N365FR,US,40.275,-74.817,0,188,0,807,FFT807,F9807,KTTN,TTN,KATL,ATL,FFT,F9,A20N,1688586783,landed
N8697C,US,39.177,-76.668,0,188,1,1685,SWA1685,WN1685,KBWI,BWI,KGSP,GSP,SWA,WN,B738,1688586783,landed
N558CB,CA,38.722,-77.511,0,343,9,,,,,QQP,KHEF,MNZ,NRL,N5,BE55,1688586783,en-route
ZS-ACT,ZA,-1.83,8.28,12496,144,835,8,EXD8,,DGAA,ACC,,,EXD,,CL30,1688586783,en-route
A7-ALN,QA,31.21,47.17,12496,142,914,69H,QTR69H,QR328,EGKK,LGW,OTHH,DOH,QTR,QR,A359,1688586783,en-route
F-HMRH,TH,-2.34,33.32,12496,74,864,6512,THY6512,TK6512,FZAA,FIH,HKJK,NBO,CMA,TK,A332,1688586783,en-route
ET-AXI,TG,5.45,36.82,12496,27,779,9201,SKK9201,KP9201,DXXX,LFW,,,SKK,KP,B738,1688586783,en-route
A7-BCQ,QA,37.96,42.48,12496,114,985,276,QTR276,QR276,EHAM,AMS,OTHH,DOH,QTR,QR,B788,1688586783,en-route
A9C-FE,BH,24.05,42.9,12496,70,868,174,GFA174,GF174,OEJN,JED,OBBI,BAH,GFA,GF,B789,1688586783,en-route
SU-GES,EG,16.7,7.83,12489,59,877,3086,MSR3086,MS3086,GABS,BKO,OEJN,JED,MSR,MS,B789,1688586783,en-route
A7-BCP,QA,3.24,36.26,12489,57,840,1490,QTR1490,QR1490,FNLU,LAD,OTHH,DOH,QTR,QR,B788,1688586783,en-route
D-AIXI,DE,53.67,-59.01,12192,235,909,494,DLH494,LH494,EDDM,MUC,CYYZ,YYZ,DLH,LH,A359,1688586783,en-route
PS-GTD,,-16.23,-40.5,12192,225,750,,,,SBSV,SSA,,,,,BE40,1688586783,en-route
T-10,AR,-26.52,-48.74,12192,213,655,,,,,,,,FAG,,LJ60,1688586783,en-route
D-AXGB,DE,49.24,-56.33,12192,230,818,74,OCN74,4Y74,EDDF,FRA,CYHZ,YHZ,OCN,4Y,A332,1688586783,en-route
4L-NIK,GE,35.12,34.13,12192,353,900,700,TGZ700,A9700,LLBG,TLV,UGTB,TBS,TGZ,A9,B737,1688586783,en-route
A7-BBH,QA,19.54,54.0,12192,286,955,12N,QTR12N,QR679,FSIA,SEZ,OTHH,DOH,QTR,QR,B77L,1688586783,en-route
AP-BGJ,PK,28.95,59.78,12192,240,896,767,PIA767,PK767,OPIS,ISB,OEJN,JED,PIA,PK,B772,1688586783,en-route
RA-73651,RU,52.5,42.24,12192,328,792,548,AUL548,5N548,URSS,AER,ULLI,LED,AUL,5N,B737,1688586783,en-route
9H-AZB,SA,15.38,63.93,12190,303,937,4056,SVA4056,SV4056,WARR,SUB,,,SVA,SV,B744,1688586783,en-route
A7-BDA,QA,21.72,7.59,12190,352,916,32X,QTR32X,QR1432,DNAA,ABV,OTHH,DOH,QTR,QR,B788,1688586783,en-route
ET-AVP,TG,-11.68,24.98,12161,165,833,74,SKK74,KP74,FOOL,LBV,FAOR,JNB,SKK,KP,B737,1688586783,en-route
ET-AOU,ET,31.39,-45.48,11888,306,859,516,ETH516,ET516,DXXX,LFW,KIAD,IAD,ETH,ET,B788,1688586783,en-route
OH-LTO,FI,30.96,51.0,11887,145,933,4K,FIN4K,AY1983,ESSA,ARN,OTHH,DOH,FIN,AY,A333,1688586783,en-route
TC-LGA,TR,50.34,-54.21,11887,82,944,84U,THY84U,TK186,KORD,ORD,LTFM,IST,THY,TK,A359,1688586783,en-route
A7-BFH,QA,48.37,-48.43,11887,70,983,96T,QTR96T,QR8008,KIAH,IAH,EBLG,LGG,QTR,QR,B77L,1688586783,en-route
D2-TEJ,AO,2.3,10.15,11887,165,900,651,DTA651,DT651,LPPT,LIS,FNLU,LAD,DTA,DT,B77W,1688586783,en-route
A7-BFF,QA,35.33,44.74,11887,158,898,8807,QTR8807,QR8807,LFPG,CDG,OTHH,DOH,QTR,QR,B77L,1688586783,en-route
A7-AOA,QA,37.0,44.29,11887,126,976,24H,QTR24H,QR274,EHAM,AMS,OTHH,DOH,QTR,QR,A35K,1688586783,en-route
ET-ATJ,ET,17.85,68.14,11887,63,805,640,ETH640,ET640,HAAB,ADD,VABB,BOM,ETH,ET,B788,1688586783,en-route
A7-BCT,QA,13.22,52.15,11887,31,868,1456,QTR1456,QR1456,FLLS,LUN,OTHH,DOH,QTR,QR,B788,1688586783,en-route
EP-MMC,IR,38.32,43.68,11887,123,963,115,IRM115,W5115,LTFM,IST,OIIE,IKA,IRM,W5,A343,1688586783,en-route
G-ZBKL,UK,53.36,-56.08,11887,242,859,21H,BAW21H,BA121,EGLL,LHR,KCVG,CVG,BAW,BA,B789,1688586783,en-route
HZ-AR27,SA,24.25,43.5,11887,70,875,1050,SVA1050,SV1050,OEJN,JED,OERK,RUH,SVA,SV,B78X,1688586783,en-route
G-VBOB,UK,51.41,-59.17,11887,226,870,135G,VIR135G,VS135,EGLL,LHR,KMCO,MCO,VIR,VS,A35K,1688586783,en-route
A7-ALR,QA,28.22,69.93,11887,64,955,70R,QTR70R,QR578,OTHH,DOH,VIDP,DEL,QTR,QR,A359,1688586783,en-route
5A-DCN,LY,-11.21,27.43,11887,169,844,,,,HLLM,MJI,,,,,F900,1688586783,en-route
5Y-CYE,KE,-6.09,34.7,11887,25,814,793,KQA793,KQ793,FVFA,VFA,HKJK,NBO,KQA,KQ,B738,1688586783,en-route
A7-BCC,QA,22.49,65.34,11887,112,859,838,QTR838,QR838,OTHH,DOH,VTBS,BKK,QTR,QR,B788,1688586783,en-route
OE-ICT,UK,39.632,-0.283,11879,227,700,86PK,EJU86PK,U27026,LSGG,GVA,LEMG,AGP,EZY,U2,A320,1688586783,en-route
HZ-AR28,SA,29.57,28.85,11879,127,905,112,SVA112,SV112,EGLL,LHR,OEJN,JED,SVA,SV,B78X,1688586783,en-route
N315SL,ET,-0.07,32.24,11582,227,805,3817,ETH3817,ET3817,HAAB,ADD,HBBA,BJM,ETH,ET,B738,1688586783,en-route
5Y-CYC,KE,-10.17,34.74,11582,194,833,764,KQA764,KQ764,HKJK,NBO,FAOR,JNB,KQA,KQ,B738,1688586783,en-route
C9-BAQ,MZ,-17.2,38.1,11582,209,813,1056,LAM1056,TM1056,FQNP,APL,FQMA,MPM,LAM,TM,B737,1688586783,en-route
LV-BFG,AR,-30.79,-58.63,11582,183,663,,,,,,,,,,LJ31,1688586783,en-route
PK-GIH,ID,19.38,54.57,11582,286,951,1203,GIA1203,GA1203,WAAA,UPG,,,GIA,GA,B77W,1688586783,en-route
RA-73250,RU,52.91,41.92,11582,330,744,994,PBD994,DP994,LTFM,IST,UUWW,VKO,PBD,DP,B738,1688586783,en-route
TC-LLC,TR,38.21,-51.88,11582,241,911,77J,THY77J,TK77,LTFM,IST,KMIA,MIA,THY,TK,B789,1688586783,en-route
PH-BQN,NL,53.71,-57.87,11582,238,896,671,KLM671,KL671,EHAM,AMS,CYUL,YUL,KLM,KL,B772,1688586783,en-route
VT-AXN,IN,21.69,62.7,11582,298,898,813,AXB813,IX813,VOML,IXE,OMDB,DXB,AXB,IX,B738,1688586783,en-route
PK-LEG,SA,14.16,0.41,11582,305,883,7124,KNE7124,XY7124,OEJN,JED,,,KNE,XY,A333,1688586783,en-route
