Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
N68805,,39.874748,-75.236763,0,195,1,,,,,,,,,,B739,1687905484,landed
N68807,US,31.824087,-81.447815,7620,359,825,445,UAL445,UA445,KMCO,MCO,KORD,ORD,UAL,UA,B739,1687905481,en-route
N68822,US,37.611031,-122.359001,0,26,1,2266,UAL2266,UA2266,KSFO,SFO,KSAT,SAT,UAL,UA,B739,1687905484,landed
N6884V,,34.156403,-118.027779,944,117,233,,,,,,,,,,M20P,1687905485,en-route
N68842,US,41.974384,-87.910042,0,140,35,1664,UAL1664,UA1664,MDPC,PUJ,KORD,ORD,UAL,UA,B739,1687905486,en-route
N689ND,,32.856567,-111.914925,1607,239,229,,,,,,,,,,PA44,1687905486,en-route
N69PS,,41.888962,-91.712395,274,136,111,,,,,,,,,,PA34,1687905391,en-route
N690PD,,38.925659,-94.539024,891,48,98,,,,,,,,,,H500,1687905486,en-route
N691AF,US,34.238659,-81.269936,5212,88,522,809,CNS809,,KBED,BED,KBHB,BHB,CNS,,PC12,1687905485,en-route
N69189,,47.337852,-122.103439,0,168,20,,,,,,,,,,C152,1687905486,en-route
N692AE,US,34.332787,-78.932816,6705,251,685,6129,PDT6129,AA6129,KCLT,CLT,KCLT,CLT,PDT,AA,E145,1687905484,en-route
N692CA,US,44.583637,-88.321365,2804,285,514,3747,SKW3747,DL3747,KGRB,GRB,KMSP,MSP,SKW,DL,CRJ9,1687905486,en-route
N692NK,US,35.864079,-113.364937,8069,100,922,1466,NKS1466,NK1466,KLAS,LAS,KMSY,MSY,NKS,NK,A320,1687905479,en-route
N692QS,US,37.666443,-122.026024,883,293,368,692,EJA692,,KSNA,SNA,SKGP,GPI,EJA,1I,C68A,1687905486,en-route
N693JD,,37.65929,-122.117363,0,0,16,,,,,,,,,,SR22,1687904573,en-route
N693RB,,30.326431,-82.148758,1089,158,266,,,,,,,,,,DA40,1687905479,en-route
N695AE,US,35.27668,-80.691132,2644,119,570,5922,PDT5922,AA5922,KCLT,CLT,KFLO,FLO,PDT,AA,E145,1687905483,en-route
N696DL,US,33.076218,-84.265244,5516,134,851,1295,DAL1295,DL1295,KATL,ATL,KATL,ATL,DAL,DL,B752,1687905485,en-route
N6979B,,30.199972,-97.659912,0,357,38,,,,,,,,,,C210,1687905428,en-route
N69804,US,37.998825,-98.824829,9144,271,781,1742,UAL1742,UA1742,KIAD,IAD,KSFO,SFO,UAL,UA,B739,1687905485,en-route
N69819,US,35.957153,-114.723183,10363,289,772,1948,UAL1948,UA1948,MMUN,CUN,KSFO,SFO,UAL,UA,B739,1687905484,en-route
N69839,US,41.202454,-93.485977,10058,89,953,1635,UAL1635,UA1635,KLAX,LAX,KIAD,IAD,UAL,UA,B739,1687905487,en-route
N69847,US,42.472866,-89.409485,6096,99,835,572,UAL572,UA572,KMSP,MSP,KGEG,GEG,UAL,UA,B739,1687905485,en-route
,US,41.201157,-89.536072,6606,44,790,6967,SKW6967,,KTUS,TUS,KORD,ORD,SKW,OO,,1687905485,en-route
N699CD,,38.794556,-94.941818,1463,71,316,,,,,,,,,,SR22,1687905486,en-route
N700FP,,37.731125,-122.203499,381,145,257,,,,,,,,,,TBM7,1687905485,en-route
N700GP,,31.829407,-84.271233,4282,343,335,,,,,,,,,,AEST,1687905479,en-route
,US,33.988724,-84.544899,662,91,283,491,CTE491,,KATL,ATL,KDFW,DFW,CTE,,BE20,1687905485,en-route
N700ND,,44.603096,-93.315865,1234,11,435,,,,,,,,,,TBM7,1687905485,en-route
N700QS,US,37.497162,-88.37928,10050,124,1022,700,EJA700,,KBFI,BFI,KBNA,BNA,EJA,1I,CL35,1687905485,en-route
N700UW,US,35.2015,-80.935722,0,94,12,9602,AAL9602,,KCLT,CLT,KPHL,PHL,AAL,AA,A319,1687905484,en-route
N701BR,US,41.361969,-105.282837,9037,330,705,4752,SKW4752,UA4752,KDEN,DEN,KCPR,CPR,SKW,UA,CRJ2,1687905484,en-route
N701MN,,44.818169,-93.003288,373,62,164,,,,,,,,,,CH70,1687905450,en-route
N701YZ,,32.812717,-117.208031,472,105,203,,,,,,,,,,SR20,1687905488,en-route
N702KA,,48.533752,-123.302658,2308,133,225,,,,,,,,,,DHC3,1687905485,en-route
N7029S,,33.338432,-84.570343,365,101,162,,,,,,,,,,C150,1687905418,en-route
N703SK,US,31.278397,-97.923996,1219,177,398,5009,SKW5009,AA5009,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905483,en-route
N70380,,41.278053,-95.744537,617,321,174,,,,,,,,,,C172,1687905484,en-route
N70392,,45.358429,-93.229652,861,180,150,,,,,,,,,,C172,1687905479,en-route
N704FR,US,39.852371,-104.669617,0,98,25,470,FFT470,F9470,KDEN,DEN,KDSM,DSM,FFT,F9,A321,1687905486,en-route
N704RY,,47.267166,-121.915421,944,163,127,,,,,,,,,,C150,1687905484,en-route
N705GT,US,51.847694,-108.479996,9753,295,861,751,PAC751,PO751,KCVG,CVG,RJAA,NRT,PAC,PO,B77L,1687905481,en-route
N705PS,US,35.365906,-81.082764,3162,175,548,5155,JIA5155,AA5155,KCLT,CLT,KCLT,CLT,JIA,AA,CRJ7,1687905483,en-route
N705SA,,38.242477,-120.759987,3672,358,333,,,,,,,,,,SR22,1687905482,en-route
N70562,,33.273537,-111.801193,487,229,74,,,,,,,,,,R22,1687905485,en-route
N706ND,US,47.707901,-96.785706,2606,273,168,6,NDU6,,,,,,NDU,,P28A,1687905487,en-route
N7063M,,45.402008,-123.21579,1196,12,190,,,,,,,,,,R66,1687905486,en-route
N7068Q,,46.81805,-122.800575,1615,187,225,,,,,,,,,,C172,1687905484,en-route
N707BL,,35.339947,-78.534073,487,106,190,,,,,,,,,,DA40,1687905484,en-route
N707FE,US,20.034128,-86.772469,5189,27,479,7137,TSU7137,,MHLM,SAP,KMIA,MIA,TSU,IF*,AT76,1687905480,en-route
N707HA,,41.515549,-97.958969,5364,78,433,,,,,,,,,,C421,1687905486,en-route
N707QS,US,42.606079,-76.578453,6393,130,703,707,EJA707,,KROC,ROC,KTEB,TEB,EJA,1I,CL35,1687905485,en-route
N707SD,,32.747684,-117.126366,487,12,187,,,,,,,,,,AS50,1687905487,en-route
N707SK,US,32.657978,-94.916771,4869,91,766,4994,SKW4994,AA4994,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905487,en-route
N707TV,,38.521324,-119.584717,4091,170,174,,,,,,,,,,DG80,1687905483,en-route
N707TW,US,33.89175,-118.581505,1828,185,500,878,DAL878,DL878,KLAX,LAX,KBOS,BOS,DAL,DL,B752,1687905485,en-route
N708BL,,35.359173,-78.751984,342,208,135,,,,,,,,,,DA40,1687905485,en-route
N708JB,US,25.660446,-111.383003,10378,333,848,1464,JBU1464,B61464,MMSD,SJD,KLAX,LAX,JBU,B6,A320,1687905479,en-route
N7087K,,33.27206,-111.7995,0,137,7,,,,,,,,,,R22,1687905473,en-route
N709KE,,44.274445,-123.041122,335,279,155,,,,,,,,,,RV12,1687905485,en-route
N709UW,US,33.273167,-80.041679,9144,214,938,2946,AAL2946,AA2946,KPHL,PHL,KJAX,JAX,AAL,AA,A319,1687905485,en-route
N7098P,,33.261108,-111.81778,548,206,101,,,,,,,,,,R22,1687905487,en-route
N710SP,,38.76619,-90.978455,701,110,179,,,,,,,,,,C172,1687905485,en-route
N710TW,US,42.374611,-71.008209,0,11,1,504,DAL504,DL504,KBOS,BOS,KLAX,LAX,DAL,DL,B752,1687905486,landed
N711FR,US,35.490772,-119.602722,10660,128,896,2790,FFT2790,F92790,KSFO,SFO,KPHX,PHX,FFT,F9,A321,1687905486,en-route
N711JS,,30.557076,-81.470161,457,359,190,,,,,,,,,,C172,1687905479,en-route
N71141,,44.753265,-94.051537,579,314,172,,,,,,,,,,P28A,1687905476,en-route
N712JB,US,43.00209,-76.060715,9448,105,877,2156,JBU2156,B62156,KDEN,DEN,KLGA,LGA,JBU,B6,A320,1687905486,en-route
N712LF,,35.26318,-97.481453,571,358,242,,,,,,,,,,S22T,1687905483,en-route
N713DM,,33.524502,-116.916725,1394,333,207,,,,,,,,,,RV7,1687905485,en-route
N713FR,US,20.089783,-78.601639,10660,156,859,51,FFT51,F951,KMIA,MIA,MKJS,MBJ,FFT,F9,A321,1687904425,en-route
N713JK,,33.737431,-118.232117,426,346,170,,,,,,,,,,C172,1687905488,en-route
N713KB,,40.12952,-102.406433,9448,75,651,,,,,,,,,,TBM9,1687905484,en-route
N713ND,US,47.793594,-97.079865,1104,176,170,13,NDU13,,KTVF,TVF,KGFK,GFK,NDU,,P28A,1687905487,en-route
N714BM,,32.250973,-92.051079,1524,300,292,,,,,,,,,,BT36,1687905482,en-route
N714ND,US,48.37215,-97.366043,464,358,187,14,NDU14,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905477,en-route
N714SA,US,38.901333,-84.6474,922,0,324,212,PAC212,PO212,ZSPD,PVG,RJAA,NRT,PAC,PO,B77L,1687905485,en-route
N715AL,,32.751389,-117.76635,1219,304,283,,,,,,,,,,DHC6,1687905483,en-route
N715ND,US,48.066467,-97.329597,960,9,220,15,NDU15,,,3H4,KGFK,GFK,NDU,,P28A,1687905487,en-route
N7152Q,,30.411026,-97.562691,457,307,166,,,,,,,,,,C172,1687905486,en-route
N7155W,,45.635715,-122.464256,449,133,135,,,,,,,,,,R22,1687905466,en-route
N716ND,US,48.298923,-97.161354,525,324,203,16,NDU16,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905487,en-route
N716SK,US,32.886959,-97.035652,213,350,12,4847,SKW4847,AA4847,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905462,en-route
N7165G,,33.58223,-117.126701,419,104,7,,,,,,,,,,C172,1687905472,en-route
N71705,,34.894775,-79.321007,2042,293,225,,,,,,,,,,C182,1687905484,en-route
N71753,,41.646973,-112.256989,2895,155,175,,,,,,,,,,C182,1687905474,en-route
N718FR,US,39.29081,-94.710632,304,273,27,95,FFT95,F995,MMUN,CUN,KMCI,MCI,FFT,F9,A321,1687905486,en-route
N719FR,US,38.757118,-90.404129,190,301,316,1210,FFT1210,F91210,KSTL,STL,KMCO,MCO,FFT,F9,A321,1687905484,en-route
N719ND,,47.999641,-96.860825,929,117,174,,,,,,,,,,P28A,1687905485,en-route
N7190C,,33.271851,-111.800125,0,312,0,,,,,,,,,,R22,1687905465,landed
N7191P,,13.678758,100.736664,0,303,14,,,,,,,,,,PA24,1687905484,en-route
N7193U,,33.181782,-111.82238,944,210,112,,,,,,,,,,R22,1687905487,en-route
N72DM,,33.813965,-118.15126,0,270,68,,,,,,,,,,P28A,1687905406,en-route
N72KG,,42.279346,-72.484726,4922,255,316,,,,,,,,,,C414,1687905486,en-route
N72TE,,46.735748,-117.082909,1059,64,146,,,,,,,,,,ECHO,1687905486,en-route
N720EV,US,31.456696,-100.474281,1165,226,281,4868,SKW4868,AA4868,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905478,en-route
N720LM,,36.208317,-115.196457,0,315,27,,,,,,,,,,DA40,1687905416,en-route
N7209W,US,44.964993,-121.799789,3992,136,381,2219,AMF2219,,KPDX,PDX,KRDM,RDM,AMF,A8,BE99,1687905485,en-route
N721BB,,34.184425,-118.911842,579,104,209,,,,,,,,,,R44,1687905484,en-route
N721CT,,36.052734,-95.95694,480,12,205,,,,,,,,,,C172,1687905481,en-route
N721ND,US,47.83559,-97.082237,640,306,214,21,NDU21,,KGFK,GFK,KDVL,DVL,NDU,,P28A,1687905485,en-route
N721SH,,41.131897,-87.054321,3048,294,246,,,,,,,,,,S22T,1687905477,en-route
N721TD,US,44.432201,-87.344322,7299,276,738,721,EJM721,,CYYZ,YYZ,KGRB,GRB,EJM,,E550,1687905486,en-route
N722ND,US,47.695934,-97.085197,1562,163,196,22,NDU22,,KGFK,GFK,KFAR,FAR,NDU,,P28A,1687905485,en-route
N722TW,US,33.128036,-85.217209,6050,72,850,807,DAL807,DL807,KATL,ATL,KATL,ATL,DAL,DL,B752,1687905485,en-route
N724RK,,39.448105,-95.246986,6096,199,488,,,,,,,,,,BE60,1687905486,en-route
N724SP,,34.209236,-119.15274,1615,95,187,,,,,,,,,,C172,1687905485,en-route
N72405,US,45.517475,-122.654381,3802,119,703,1851,UAL1851,UA1851,KPDX,PDX,KIAH,IAH,UAL,UA,B739,1687905487,en-route
N725ND,US,48.25861,-97.494987,1729,180,135,25,NDU25,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905485,en-route
N726SK,US,30.957657,-91.903381,5699,302,692,4906,SKW4906,AA4906,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905472,en-route
N72675,,35.615253,-79.209671,944,9,155,,,,,,,,,,C172,1687905487,en-route
N727BR,,35.5811,-80.972099,769,159,277,,,,,,,,,,SR20,1687905480,en-route
N727SK,US,34.766281,-110.947449,7818,44,961,3031,SKW3031,AA3031,KPHX,PHX,KPHX,PHX,SKW,AA,CRJ7,1687905485,en-route
N727VB,,35.507114,-84.962479,3665,251,490,,,,,,,,,,SF50,1687905483,en-route
N727YB,,43.166492,-89.346115,586,19,387,,,,,,,,,,C25B,1687905486,en-route
N7275C,,35.997822,-80.345528,1562,37,212,,,,,,,,,,C172,1687905481,en-route
N72771,,37.992645,-92.744362,853,151,214,,,,,,,,,,C182,1687905477,en-route
N728ND,US,47.942844,-97.19738,533,1,212,28,NDU28,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905484,en-route
N728TB,,39.228172,-94.562805,807,195,162,,,,,,,,,,P28A,1687905479,en-route
N73QT,,36.431686,-94.261467,739,0,318,,,,,,,,,,GB1,1687905408,en-route
N73WC,US,43.459442,-114.25251,1828,328,272,73,WCC73,,KJAC,JAC,KSNA,SNA,WCC,8O,B350,1687905471,en-route
N730FD,US,35.919147,-86.928909,10668,70,964,794,FDX794,,KMEM,MEM,KRIC,RIC,FDX,FX,A306,1687905485,en-route
N730SK,US,32.886959,-97.034271,213,17,5,4956,SKW4956,AA4956,KGRI,GRI,KDFW,DFW,SKW,AA,CRJ7,1687905392,en-route
N731AN,US,40.243469,49.302734,9144,289,814,293,AAL293,AA293,VIDP,DEL,KJFK,JFK,AAL,AA,B77W,1687905482,en-route
N731DM,,40.227791,-104.621178,2164,0,216,,,,,,,,,,RV7,1687905483,en-route
N731FD,US,35.988605,-94.561607,6804,282,738,347,FDX347,FX347,KMEM,MEM,KTUL,TUL,FDX,FX,A306,1687905484,en-route
N731SD,,29.90419,-95.319969,1341,178,170,,,,,,,,,,B06,1687905481,en-route
N732SK,US,42.219818,-83.356644,228,30,44,4943,SKW4943,AA4943,KORD,ORD,KDTW,DTW,SKW,AA,CRJ7,1687905475,en-route
N73262,,34.148674,-117.639999,1356,269,179,,,,,,,,,,C172,1687905486,en-route
N733AR,US,34.302429,-95.409531,9342,220,779,81,AAL81,AA81,EGLL,LHR,KDFW,DFW,AAL,AA,B77W,1687905484,en-route
N733MU,,28.769329,-81.268349,365,267,153,,,,,,,,,,C172,1687905477,en-route
N733NV,,45.785664,-122.782173,403,123,183,,,,,,,,,,C172,1687905482,en-route
N733RZ,,47.638859,-116.691284,2773,188,285,,,,,,,,,,KODI,1687905486,en-route
N7339M,,33.957157,-83.596748,1668,102,231,,,,,,,,,,C172,1687905481,en-route
N734BB,,41.183716,-121.173767,2606,12,185,,,,,,,,,,C172,1687905472,en-route
N734BN,,38.06163,-122.337555,1737,335,192,,,,,,,,,,C172,1687905485,en-route
N734BT,,32.832596,-117.047836,815,269,138,,,,,,,,,,C172,1687905487,en-route
N734FM,,35.551666,-78.412857,457,332,153,,,,,,,,,,C172,1687905482,en-route
N734LJ,,47.340694,-122.245224,274,174,155,,,,,,,,,,C172,1687905486,en-route
N734NK,,32.84428,-116.947388,777,77,151,,,,,,,,,,C172,1687905483,en-route
N734PH,,36.830338,-94.183846,1859,143,194,,,,,,,,,,C172,1687905484,en-route
N734YD,,34.162079,-84.461769,1005,180,185,,,,,,,,,,C172,1687905482,en-route
N73406,US,29.626217,-91.643105,7315,257,848,2356,UAL2356,UA2356,KMSY,MSY,KIAH,IAH,UAL,UA,B739,1687905488,en-route
N7343X,,44.334641,-93.689774,914,89,153,,,,,,,,,,C150,1687905479,en-route
N73445,US,35.32338,-99.331917,9753,268,811,752,UAL752,UA752,KIAD,IAD,KSAN,SAN,UAL,UA,B739,1687905485,en-route
N73453,,33.202972,-80.009689,297,307,111,,,,,,,,,,C172,1687905478,en-route
N735DY,,38.367146,-121.526642,1036,9,298,,,,,,,,,,C182,1687905483,en-route
N736AT,US,34.785233,-95.525734,10058,43,990,20,AAL20,AA20,KDFW,DFW,EGLL,LHR,AAL,AA,B77W,1687905487,en-route
N736YX,US,38.157799,-85.721245,205,345,225,3570,RPA3570,UA3570,KIAD,IAD,KSDF,SDF,RPA,UA,E75L,1687905485,en-route
N737AQ,,37.636833,-104.554733,0,186,200,,,,,,,,,,C82R,1687904171,en-route
N737MF,,38.235588,-121.345367,1082,336,209,,,,,,,,,,C172,1687905482,en-route
N737PM,,34.039043,-118.409904,640,272,161,,,,,,,,,,C172,1687905485,en-route
N737TQ,,34.180618,-118.531105,632,51,194,,,,,,,,,,C172,1687905488,en-route
N737TX,,36.631538,-121.053734,3482,127,201,,,,,,,,,,C172,1687905486,en-route
N737YU,,44.880798,-92.610367,967,225,172,,,,,,,,,,C172,1687905485,en-route
N738AW,,48.498356,-122.903976,396,288,209,,,,,,,,,,C172,1687905475,en-route
N738AZ,,32.927982,-117.279106,1066,355,196,,,,,,,,,,C172,1687905486,en-route
N738BU,,47.91473,-122.301987,487,0,194,,,,,,,,,,C172,1687905488,en-route
N738EG,,39.629562,-86.034058,670,105,183,,,,,,,,,,C172,1687905484,en-route
N738JZ,,37.165909,-120.817184,2316,164,266,,,,,,,,,,C82R,1687905483,en-route
N738KP,,33.976383,-84.468269,1463,196,211,,,,,,,,,,C172,1687905485,en-route
N738QA,,33.339272,-115.709862,2080,309,203,,,,,,,,,,C172,1687905475,en-route
N738TB,,33.0504,-116.733582,1752,84,164,,,,,,,,,,C172,1687905486,en-route
N73860,US,39.914703,-85.226021,7315,330,701,1828,UAL1828,UA1828,KMCO,MCO,KORD,ORD,UAL,UA,B753,1687905486,en-route
N739JW,,29.899059,-91.939842,1341,312,170,,,,,,,,,,C172,1687905485,en-route
N739LT,,39.346069,-84.502357,441,73,166,,,,,,,,,,C172,1687905359,en-route
N739LW,,35.516098,-80.810966,822,293,168,,,,,,,,,,C172,1687905481,en-route
N739MJ,,30.17828,-90.986191,937,1,183,,,,,,,,,,C172,1687905488,en-route
N739NW,,39.650528,-86.089348,472,281,144,,,,,,,,,,C172,1687905483,en-route
N739UK,,43.538452,-116.205399,1219,111,190,,,,,,,,,,C172,1687905481,en-route
N7394J,,33.152084,-84.40258,1036,122,196,,,,,,,,,,P28A,1687905485,en-route
N74RF,,42.394238,-99.256943,6431,117,531,,,,,,,,,,C425,1687905484,en-route
N741AM,,34.58617,-83.887077,1158,348,209,,,,,,,,,,B407,1687905481,en-route
N741UW,US,33.561558,-117.460037,7536,106,866,2780,AAL2780,AA2780,KLAX,LAX,KAUS,AUS,AAL,AA,A319,1687905488,en-route
N741YX,,40.697338,-74.170853,0,32,1,,,,,,,,,,E75L,1687905484,landed
N743CK,US,39.050049,-84.647339,281,319,38,631,CKS631,,KJFK,JFK,KCVG,CVG,CKS,K4,B744,1687905487,en-route
N743SK,US,41.023315,-86.757446,6019,317,711,5305,SKW5305,UA5305,KTYS,TYS,KORD,ORD,SKW,UA,CRJ7,1687905487,en-route
N743TW,,40.633774,-112.01223,1645,178,172,,,,,,,,,,C172,1687905488,en-route
N7439Q,,32.996613,-99.317337,3215,260,201,,,,,,,,,,C182,1687905478,en-route
N744CK,US,26.492413,49.476665,7010,88,751,695,CKS695,,KCVG,CVG,OBBI,BAH,CKS,K4,B744,1687905483,en-route
N744EV,US,32.944199,-97.054489,381,180,224,3185,SKW3185,AA3185,KGCK,GCK,KDFW,DFW,SKW,AA,CRJ7,1687905483,en-route
N744ND,US,47.744888,-97.070732,1280,191,185,44,NDU44,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905485,en-route
N744PA,US,30.763641,-97.673683,701,185,174,616,ASI616,,,,,,ASI,,P28A,1687905476,en-route
N745TW,,33.567078,-117.031357,769,344,166,,,,,,,,,,C172,1687905484,en-route
N745VJ,US,32.911148,-97.084702,236,139,257,665,AAL665,AA665,KMTJ,MTJ,KDFW,DFW,AAL,AA,A319,1687905458,en-route
N746FD,US,41.611183,-93.770416,838,132,312,718,FDX718,FX718,KMEM,MEM,KDSM,DSM,FDX,FX,A306,1687905481,en-route
,AE,42.946819,-87.897942,0,187,27,1,OPS1,,,,,,OPS,J6*,ZVEH,1687905487,en-route
N7485G,,32.790527,-96.52253,495,280,162,,,,,,,,,,C172,1687905487,en-route
N749SE,,35.167282,-84.911674,525,122,259,,,,,,,,,,FBA2,1687905484,en-route
N749US,US,32.404312,-80.789818,5158,53,731,1302,AAL1302,AA1302,KMIA,MIA,KMIA,MIA,AAL,AA,A319,1687905485,en-route
N75LG,,35.216217,-119.980682,3048,322,298,,,,,,,,,,C10T,1687905477,en-route
N750GM,,33.681881,-117.866089,0,87,0,,,,,,,,,,C750,1687905484,landed
N751BR,,32.007339,-110.117889,2865,25,420,,,,,,,,,,AC90,1687905485,en-route
N751ND,US,47.958488,-97.166046,396,190,107,51,NDU51,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905485,en-route
N751SP,,33.133648,-117.257195,243,232,118,,,,,,,,,,C172,1687905486,en-route
N753GJ,,30.969854,-91.337585,2773,145,594,,,,,,,,,,C560,1687905485,en-route
N753YX,US,41.243271,-85.605042,8534,278,803,3619,RPA3619,UA3619,KPIT,PIT,KORD,ORD,RPA,UA,E75L,1687905487,en-route
N7530J,,30.170883,-96.287086,853,100,175,,,,,,,,,,P28R,1687905464,en-route
N754SW,US,37.449459,-119.02803,9144,253,764,563,SWA563,WN563,KDEN,DEN,KSJC,SJC,SWA,WN,B737,1687905488,en-route
N75425,US,39.827866,-104.287064,3505,99,577,489,UAL489,UA489,KDEN,DEN,KIAH,IAH,UAL,UA,B739,1687905487,en-route
N75433,US,39.301239,-94.720757,304,120,9,586,UAL586,UA586,KDEN,DEN,KMCI,MCI,UAL,UA,B739,1687905487,en-route
N755AF,US,43.037933,-73.209694,6096,237,446,575,CNS575,,KRKD,RKD,KHPN,HPN,CNS,,PC12,1687905487,en-route
N756DN,,32.566544,-116.897774,891,265,250,,,,,,,,,,C206,1687905484,en-route
N756SK,US,32.90469,-97.026016,213,179,162,4953,SKW4953,AA4953,KDFW,DFW,KDFW,DFW,SKW,AA,CRJ7,1687905469,en-route
N756US,US,33.589142,-111.011353,7010,71,879,623,AAL623,AA623,KPHX,PHX,KMCI,MCI,AAL,AA,A319,1687905486,en-route
N757JX,,45.446671,-123.166786,1043,34,161,,,,,,,,,,C152,1687905484,en-route
N757LX,,38.241028,-89.899544,1645,134,185,,,,,,,,,,C152,1687905485,en-route
N757PE,,34.117577,-117.99128,2895,315,209,,,,,,,,,,C82R,1687905485,en-route
N757QS,US,39.755333,-84.115845,1051,267,357,757,EJA757,,KRDU,RDU,KMGY,MGY,EJA,1I,CL35,1687905485,en-route
N75733,,33.368408,-117.59024,1691,132,225,,,,,,,,,,C172,1687905485,en-route
N75776,,40.700272,-112.314575,2286,251,140,,,,,,,,,,C172,1687905483,en-route
N758AN,US,44.662544,-101.537926,10058,66,1035,194,AAL194P,AA194,KPHX,PHX,EGLL,LHR,AAL,AA,B772,1687905476,en-route
N758KC,,44.104156,-91.058586,2743,132,233,,,,,,,,,,C172,1687905485,en-route
N758PC,,30.69603,-88.444572,7620,87,487,,,,,,,,,,PC12,1687905488,en-route
N75840,,33.813869,-118.158531,91,268,137,,,,,,,,,,C172,1687905480,en-route
N75861,US,34.052032,-121.843987,10668,83,968,1221,UAL1221,UA1221,PHNL,HNL,KLAX,LAX,UAL,UA,B753,1687905483,en-route
N76CP,,44.656311,-93.15831,624,36,190,,,,,,,,,,DHC2,1687905484,en-route
N76JF,,48.529907,-122.480377,388,141,198,,,,,,,,,,SR20,1687905487,en-route
N76PM,US,45.067612,-92.144951,2926,290,501,76,NCJ76,,KCVG,CVG,KCVG,CVG,NCJ,,B350,1687905487,en-route
N76UD,,39.2285,-90.129639,1828,353,203,,,,,,,,,,C172,1687905485,en-route
N760MQ,US,32.155865,-97.457024,9334,17,861,3536,ENY3536,AA3536,KORD,ORD,KORD,ORD,ENY,AA,E170,1687905486,en-route
N760SK,US,30.606188,-96.422829,419,108,251,4835,SKW4835,DL4835,KDFW,DFW,KCLL,CLL,SKW,DL,CRJ7,1687905486,en-route
N76010,US,64.486816,-116.924973,10363,293,833,131,UAL131,UA131,KEWR,EWR,RJTT,HND,UAL,UA,B772,1687905479,en-route
N761QS,US,43.740715,-111.101593,0,227,38,761,,1I761,,,,,,1I,CL35,1687905413,en-route
N762AN,US,31.179432,-101.031647,10363,280,881,336,AAL336,AA336,KMIA,MIA,KLAX,LAX,AAL,AA,B772,1687905487,en-route
N7620G,,33.215103,-117.241096,1181,261,190,,,,,,,,,,C172,1687905486,en-route
N76254,US,38.99826,-106.576042,10302,64,961,1623,UAL1623,UA1623,KSBA,SBA,KDEN,DEN,UAL,UA,B738,1687905487,en-route
N763JB,US,37.148895,-112.871254,9753,237,742,111,JBU111,B6111,KJFK,JFK,KLAS,LAS,JBU,B6,A320,1687905466,en-route
N763SW,US,34.208759,-118.358131,0,345,48,1415,SWA1415,WN1415,KBUR,BUR,KDEN,DEN,SWA,WN,B737,1687905476,en-route
N763US,US,41.724339,-71.435623,45,306,9,1450,AAL1450,AA1450,KDCA,DCA,KDCA,DCA,AAL,AA,A319,1687905387,en-route
N7637F,,40.337448,-88.302185,1524,111,201,,,,KBMI,BMI,,2R2,,,P28A,1687905483,en-route
N765AN,US,36.034458,-77.762634,6835,55,859,174,AAL174,AA174,KRDU,RDU,EGLL,LHR,AAL,AA,B772,1687905486,en-route
N765MT,,34.143181,-79.805145,304,252,166,,,,,,,,,,B407,1687905480,en-route
N765ST,US,39.706127,-86.321167,243,45,253,3625,ENY3625,AA3625,KORD,ORD,KIND,IND,ENY,AA,E170,1687905440,en-route
N765US,,35.2094,-80.944183,0,49,18,,,,,,,,,,A319,1687904087,en-route
N76516,US,29.984921,-95.330948,0,13,22,1433,UAL1433,UA1433,MNMG,MGA,KIAH,IAH,UAL,UA,B738,1687904680,en-route
N76519,US,36.082878,-115.14035,0,118,0,2678,UAL2678,UA2678,KSFO,SFO,KLAS,LAS,UAL,UA,B738,1687905457,landed
N76540,,37.204224,-93.348083,1021,136,207,,,,,,,,,,RV8,1687905484,en-route
N766JM,US,34.380112,-97.433655,8404,215,800,3924,ENY3924,AA3924,KDFW,DFW,KDFW,DFW,ENY,AA,E170,1687905485,en-route
N7662G,,40.811966,-84.712036,1219,272,170,,,,,,,,,,C172,1687905464,en-route
N767MA,,45.059349,-93.348457,0,2,20,,,,,,,,,,RV7,1687903760,en-route
N767ND,US,48.065464,-96.804482,944,308,212,67,NDU67,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905487,en-route
N7672Y,,46.845142,-122.115028,1493,350,294,,,,,,,,,,PA30,1687905484,en-route
N768ND,US,47.953506,-97.126114,685,185,174,68,NDU68,,KGFK,GFK,KGFK,GFK,NDU,,P28A,1687905485,en-route
N768RD,US,39.747139,-86.566101,8839,120,938,3648,ENY3648,AA3648,KORD,ORD,KGSO,GSO,ENY,AA,E170,1687905487,en-route
