Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
MJJ,MJJ,PG,Moki,-5.7,145.25,+10:00,Pacific/Port_Moresby
MJK,MJK,AU,Monkey Mia Shark Bay,-25.8953,113.5758,+08:00,Australia/Perth
MJL,MJL,GA,Mouila-Ville,-1.8453,11.0567,+01:00,Africa/Libreville
MJM,MJM,CD,Mbuji-Mayi,-6.1211,23.5689,+02:00,Africa/Lubumbashi
MJN,MJN,MG,Mahajanga Philibert Tsiranana,-15.6672,46.3519,+03:00,Indian/Antananarivo
MJO,MJO,NA,Mount Etjo,-21.0167,16.4667,+02:00,Africa/Windhoek
MJP,MJP,AU,Manjimup,-34.2333,116.15,+08:00,Australia/Perth
MJQ,MJQ,US,Jackson Municipal,43.6167,-95.0167,-06:00,America/Chicago
MJR,MJR,AR,Miramar,-38.2667,-57.85,-03:00,America/Argentina/Buenos_Aires
MJS,MJS,MZ,Maganja Da Costa,-17.6833,37.5,+02:00,Africa/Maputo
MJT,MJT,GR,Mytilene,39.0533,26.6022,+02:00,Europe/Athens
MJU,MJU,ID,Mamuju Tampa Padang,-2.5883,119.0278,+08:00,Asia/Makassar
MJV,MJV,ES,Murcia San Javier,37.775,-0.8125,+01:00,Europe/Madrid
MJW,MJW,ZW,Mahenye,-21.2333,32.3333,+02:00,Africa/Harare
MJX,MJX,US,Toms River Ocean County,39.9275,-74.2939,-05:00,America/New_York
MJY,MJY,ID,Mangunjaya,-2.7333,103.5667,+07:00,Asia/Pontianak
MJZ,MJZ,RU,Mirny,62.5347,114.0389,+09:00,Asia/Yakutsk
MKA,MKA,CZ,Marianske Lazne,49.9228,12.7247,+01:00,Europe/Prague
MKB,MKB,GA,Mekambo,0.9667,13.95,+01:00,Africa/Libreville
MKC,MKC,US,Kansas City Downtown,39.1228,-94.5933,-06:00,America/Chicago
MKD,QNX,FR,Macon Bus Station,46.3028,4.8256,+01:00,Europe/Paris
MKE,MKE,US,Milwaukee,42.9472,-87.8967,-06:00,America/Chicago
MKF,MKF,DE,Muenster/Osnabrueck Muenster Hbf,51.9569,7.6353,+01:00,Europe/Berlin
MKG,MKG,US,Muskegon,43.1694,-86.2383,-05:00,America/New_York
MKH,MKH,LS,Mokhotlong,-29.2833,29.0667,+02:00,Africa/Maseru
MKI,MKI,CF,Obo Mboki,5.3167,25.95,+01:00,Africa/Bangui
MKJ,MKJ,CG,Makoua,-0.0167,15.5833,+01:00,Africa/Brazzaville
MKK,MKK,US,Hoolehua,21.1517,-157.0978,-10:00,Pacific/Honolulu
MKL,MKL,US,Jackson Mckellar-Sipes Regional,35.6025,-88.9139,-06:00,America/Chicago
MKM,MKM,MY,Mukah,2.9069,112.075,+08:00,Asia/Kuching
MKN,MKN,PG,Malekolon,-4.0167,153.675,+10:00,Pacific/Port_Moresby
MKO,MKO,US,Muskogee Davis Field,35.6667,-95.3667,-06:00,America/Chicago
MKP,MKP,PF,Makemo,-16.5839,-143.6583,-10:00,Pacific/Tahiti
MKQ,MKQ,ID,Merauke Mopah,-8.5203,140.4183,+09:00,Asia/Jayapura
MKR,MKR,AU,Meekatharra,-26.6117,118.5478,+08:00,Australia/Perth
MKS,MKS,ET,Mekane Selam,10.75,38.7667,+03:00,Africa/Addis_Ababa
MKT,MKT,US,Mankato Regional,44.15,-93.9833,-06:00,America/Chicago
MKU,MKU,GA,Makokou,0.5792,12.8908,+01:00,Africa/Libreville
MKV,MKV,AU,Mount Cavenagh,-25.9667,133.2,+09:30,Australia/Darwin
MKW,MKW,ID,Manokwari Rendani,-0.8919,134.0492,+09:00,Asia/Jayapura
MKX,MKX,YE,Mukalla,14.5333,49.1333,+03:00,Asia/Aden
MKY,MKY,AU,Mackay,-21.1717,149.1797,+10:00,Australia/Brisbane
MKZ,MKZ,MY,Malacca,2.2636,102.2519,+08:00,Asia/Kuching
MLA,MLA,MT,Malta,35.8575,14.4775,+01:00,Europe/Malta
MLB,MLB,US,Melbourne Florida (US),28.1028,-80.6453,-05:00,America/New_York
MLC,MLC,US,Mcalester Regional,34.8833,-95.7833,-06:00,America/Chicago
MLD,MLD,US,Malad City,42.3361,-112.3,-07:00,America/Denver
MLE,MLE,MV,Male,4.1917,73.5292,+05:00,Indian/Maldives
MLF,MLF,US,Milford Municipal,38.4333,-113.0167,-07:00,America/Denver
MLG,MLG,ID,Malang Abdul Rachman Saleh,-7.9267,112.7144,+07:00,Asia/Pontianak
MLH,EAP,CH,Mulhouse,47.6008,7.5292,+01:00,Europe/Zurich
MLI,MLI,US,Moline,41.4486,-90.5075,-06:00,America/Chicago
MLJ,MLJ,US,Milledgeville Baldwin County,33.15,-83.25,-05:00,America/New_York
MLK,MLK,US,Malta,48.3492,-107.8853,-07:00,America/Denver
MLL,MLL,US,Marshall Don Hunter Sr.,61.8642,-162.0261,-09:00,America/Anchorage
MLM,MLM,MX,Morelia,19.85,-101.0256,-06:00,America/Mexico_City
MLN,MLN,ES,Melilla,35.2797,-2.9564,+01:00,Europe/Madrid
MLO,MLO,GR,Milos,36.6967,24.4728,+02:00,Europe/Athens
MLP,MLP,PH,Malabang,7.6333,124.0667,+08:00,Asia/Manila
MLQ,MLQ,PG,Malalaua,-8.1,146.1667,+10:00,Pacific/Port_Moresby
MLR,MLR,AU,Millicent,-37.5831,140.3661,+09:30,Australia/Adelaide
MLS,MLS,US,Miles City Frank Wiley Field,46.4281,-105.8864,-07:00,America/Denver
MLT,MLT,US,Millinocket Municipal,45.6494,-68.6922,-05:00,America/New_York
MLU,MLU,US,Monroe,32.5108,-92.0378,-06:00,America/Chicago
MLV,MLV,AU,Merluna,-13.0667,142.45,+10:00,Australia/Brisbane
MLW,MLW,LR,Monrovia Spriggs Payne Apt,6.2892,-10.7586,+00:00,Africa/Monrovia
MLX,MLX,TR,Malatya Erhac,38.4353,38.0911,+03:00,Europe/Istanbul
MLY,MLY,US,Manley Hot Springs,64.9981,-150.6411,-09:00,America/Anchorage
MLZ,MLZ,UY,Melo Cerro Largo,-32.3333,-54.2,-03:00,America/Montevideo
MMA,MMA,SE,Malmo,55.55,13.3667,+01:00,Europe/Stockholm
MMB,MMB,JP,Memambetsu,43.8806,144.1642,+09:00,Asia/Tokyo
MMC,MMC,MX,Ciudad Mante Cuauhtemoc Mante,22.75,-99.0,-06:00,America/Mexico_City
MMD,MMD,JP,Minamidaito,25.8472,131.2639,+09:00,Asia/Tokyo
MME,MME,GB,Durham Tees Valley,54.5092,-1.4294,+00:00,Europe/London
MMF,MMF,CM,Mamfe,5.7167,9.3,+01:00,Africa/Douala
MMG,MMG,AU,Mount Magnet,-28.1161,117.8417,+08:00,Australia/Perth
MMH,MMH,US,Mammoth Lakes,37.6244,-118.8406,-08:00,America/Los_Angeles
MMI,MMI,US,Athens,35.45,-84.6,-05:00,America/New_York
MMJ,MMJ,JP,Matsumoto,36.1667,137.9228,+09:00,Asia/Tokyo
MMK,MMK,RU,Murmansk,68.7817,32.7508,+03:00,Europe/Moscow
MML,MML,US,Marshall Sw Minnesota Regional,44.4442,-95.82,-06:00,America/Chicago
MMM,MMM,AU,Middlemount,-22.8006,148.705,+10:00,Australia/Brisbane
MMN,MMN,US,Stow Minute Man Airfield,42.4333,-71.5028,-05:00,America/New_York
MMO,MMO,CV,Maio Island,15.1558,-23.2136,-01:00,Atlantic/Cape_Verde
MMP,MMP,CO,Mompos San Bernardo,9.2589,-74.4383,-05:00,America/Bogota
MMQ,MMQ,ZM,Mbala,-8.8578,31.3342,+02:00,Africa/Lusaka
MMR,AUS,US,Mabry Arng Heliport,30.3,-97.7,-06:00,America/Chicago
MMS,MMS,US,Marks Selfs,34.2167,-90.2833,-06:00,America/Chicago
MMT,CAE,US,Columbia Mcentire Jngb,33.9528,-81.1167,-05:00,America/New_York
MMU,MMU,US,Morristown Municipal,40.7978,-74.4153,-05:00,America/New_York
MMV,MMV,PG,Mal,-1.4097,144.1869,+10:00,Pacific/Port_Moresby
MMW,MMW,MZ,Moma,-16.75,39.2167,+02:00,Africa/Maputo
MMX,MMA,SE,Malmo Sturup,55.5425,13.375,+01:00,Europe/Stockholm
MMY,MMY,JP,Miyako,24.7828,125.295,+09:00,Asia/Tokyo
MMZ,MMZ,AF,Maimanah,35.9258,64.7658,+04:30,Asia/Kabul
MNA,MNA,ID,Melangguane,4.0067,126.6736,+08:00,Asia/Makassar
MNB,MNB,CD,Muanda,-5.9333,12.35,+01:00,Africa/Kinshasa
MNC,MNC,MZ,Nacala,-14.4858,40.7125,+02:00,Africa/Maputo
MND,MND,CO,Medina,4.5167,-73.2833,-05:00,America/Bogota
MNE,MNE,AU,Mungeranie,-28.0167,138.6667,+09:30,Australia/Adelaide
MNF,MNF,FJ,Mana Island,-17.6728,177.0986,+12:00,Pacific/Fiji
MNG,MNG,AU,Maningrida,-12.0561,134.2342,+09:30,Australia/Darwin
MNH,MNH,OM,Musanaa,23.6411,57.4864,+04:00,Asia/Muscat
MNI,MNI,MS,Montserrat John A. Osborne,16.7914,-62.1942,-04:00,America/Montserrat
MNJ,MNJ,MG,Mananjary,-21.2017,48.3583,+03:00,Indian/Antananarivo
MNK,MNK,KI,Maiana,1.0036,173.0311,+12:00,Pacific/Tarawa
MNL,MNL,PH,Manila Ninoy Aquino,14.5086,121.0194,+08:00,Asia/Manila
MNM,MNM,US,Menominee-Marinette,45.2833,-87.6333,-06:00,America/Chicago
MNN,MNN,US,Marion Municipal,40.6167,-83.0667,-05:00,America/New_York
MNO,MNO,CD,Manono,-7.2892,27.3939,+02:00,Africa/Lubumbashi
MNP,MNP,PG,Maron,-1.55,145.0333,+10:00,Pacific/Port_Moresby
MNQ,MNQ,AU,Monto,-24.8833,151.1,+10:00,Australia/Brisbane
MNR,MNR,ZM,Mongu,-15.2553,23.1564,+02:00,Africa/Lusaka
MNS,MNS,ZM,Mansa,-11.1383,28.875,+02:00,Africa/Lusaka
MNT,MNT,US,Minto Al Wright,65.1472,-149.3675,-09:00,America/Anchorage
MNU,MNU,MM,Mawlamyine,16.4447,97.6606,+06:30,Asia/Yangon
MNV,MNV,AU,Mount Valley,-14.1167,133.8333,+09:30,Australia/Darwin
MNW,MNW,AU,Macdonald Downs,-22.5,135.1667,+09:30,Australia/Darwin
MNX,MNX,BR,Manicore,-5.8167,-61.2833,-04:00,America/Porto_Velho
MNY,MNY,SB,Mono Island,-7.4167,155.5653,+11:00,Pacific/Guadalcanal
MNZ,MNZ,US,Manassas Regional,38.7219,-77.5144,-05:00,America/New_York
MOA,MOA,CU,Moa Orestes Acosta,20.6539,-74.9222,-05:00,America/Havana
MOB,MOB,US,Mobile,30.6911,-88.2428,-06:00,America/Chicago
MOC,MOC,BR,Montes Claros Mario Ribeiro,-16.7069,-43.8189,-03:00,America/Araguaina
MOD,MOD,US,Modesto,37.6267,-120.9542,-08:00,America/Los_Angeles
MOE,MOE,MM,Momeik,23.1,96.65,+06:30,Asia/Yangon
MOF,MOF,ID,Maumere Fransiskus X.Seda,-8.6406,122.2369,+08:00,Asia/Makassar
MOG,MOG,MM,Mong Hsat,20.5183,99.2583,+06:30,Asia/Yangon
MOH,MOH,ID,Morowali,-2.2028,121.6611,+08:00,Asia/Makassar
MOI,MOI,CK,Mitiaro Island Nukuroa,-19.8425,-157.7033,-10:00,Pacific/Rarotonga
MOJ,MOJ,SR,Moengo,5.6167,-54.4,-03:00,America/Paramaribo
MOK,MOK,UZ,Muynaq,43.7553,59.0319,+05:00,Asia/Tashkent
MOL,MOL,NO,Molde,62.7447,7.2625,+01:00,Europe/Oslo
MOM,MOM,MR,Moudjeria Letfotar,17.75,-12.5,+00:00,Africa/Nouakchott
MON,MON,NZ,Mount Cook Apt,-43.7833,170.1333,+12:00,Pacific/Auckland
MOO,MOO,AU,Moomba,-28.0994,140.1983,+09:30,Australia/Adelaide
MOP,MOP,US,Mount Pleasant Municipal,43.6167,-84.7333,-05:00,America/New_York
MOQ,MOQ,MG,Morondava,-20.2847,44.3175,+03:00,Indian/Antananarivo
MOR,MOR,US,Morristown Moore-Murrel,36.1833,-83.3667,-05:00,America/New_York
MOS,MOS,US,Moses Point,64.7,-162.05,-09:00,America/Anchorage
MOT,MOT,US,Minot,48.2594,-101.2803,-06:00,America/Chicago
MOU,MOU,US,Mountain Village,62.0953,-163.6822,-09:00,America/Anchorage
MOV,MOV,AU,Moranbah,-22.0586,148.0764,+10:00,Australia/Brisbane
MOX,MOX,US,Morris Municipal,45.5833,-95.9,-06:00,America/Chicago
MOY,MOY,CO,Monterrey,4.9167,-72.85,-05:00,America/Bogota
MOZ,MOZ,PF,Moorea Temae,-17.49,-149.7619,-10:00,Pacific/Tahiti
MPA,MPA,NA,Katima Mulilo Mpacha,-17.6333,24.1833,+02:00,Africa/Windhoek
MPB,MIA,US,Miami Spb,25.7478,-80.1736,-05:00,America/New_York
MPC,MPC,ID,Muko-Muko,-2.55,101.1,+07:00,Asia/Pontianak
MPD,MPD,PK,Mirpur Khas,25.5333,69.0167,+05:00,Asia/Karachi
MPE,MPE,US,Madison Griswold,41.2833,-72.6,-05:00,America/New_York
MPF,MPF,PG,Mapoda,-7.9667,143.1667,+10:00,Pacific/Port_Moresby
MPG,MPG,PG,Makini,-6.5333,147.7167,+10:00,Pacific/Port_Moresby
MPH,MPH,PH,Caticlan Godofredo P Ramos,11.9244,121.9542,+08:00,Asia/Manila
MPI,MPI,PA,Mamitupo,9.1833,-77.9833,-05:00,America/Panama
MPJ,MPJ,US,Morrilton Petit Jean,35.15,-92.7333,-06:00,America/Chicago
MPK,MPK,KR,Mokpo,34.7589,126.38,+09:00,Asia/Seoul
MPL,MPL,FR,Montpellier,43.5833,3.9614,+01:00,Europe/Paris
MPM,MPM,MZ,Maputo,-25.9208,32.5725,+02:00,Africa/Maputo
MPN,MPN,FK,Mount Pleasant,-51.8228,-58.4456,-03:00,Atlantic/Stanley
MPO,MPO,US,Mount Pocono Pocono Mountains Municipal,41.1361,-75.3797,-05:00,America/New_York
MPP,MPP,PA,Mulatupo,8.9464,-77.7508,-05:00,America/Panama
MPQ,MPQ,JO,Ma'an,30.1667,35.8,+03:00,Asia/Amman
MPR,MPR,US,Mcpherson,38.35,-97.6833,-06:00,America/Chicago
MPS,MPS,US,Mount Pleasant Regional,33.15,-94.9667,-06:00,America/Chicago
MPT,MPT,TL,Maliana,-8.9833,125.3833,+09:00,Asia/Dili
MPU,MPU,PG,Mapua,-2.9167,151.4167,+10:00,Pacific/Port_Moresby
MPV,MPV,US,Barre/Montpelier Edward F Knapp State,44.1997,-72.5625,-05:00,America/New_York
MPW,MPW,UA,Mariupol International,47.0761,37.4494,+02:00,Europe/Zaporozhye
MPX,MPX,PG,Miyanmin,-4.9,141.6167,+10:00,Pacific/Port_Moresby
MPY,MPY,GF,Maripasoula,3.6667,-54.0333,-03:00,America/Cayenne
MPZ,MPZ,US,Mount Pleasant Municipal,40.9667,-91.55,-06:00,America/Chicago
MQA,MQA,AU,Mandora Station,-19.8333,120.8333,+08:00,Australia/Perth
MQB,MQB,US,Macomb Municipal,40.45,-90.6167,-06:00,America/Chicago
MQC,MQC,PM,Miquelon,47.1333,-56.3833,-03:00,America/Miquelon
MQD,MQD,AR,Maquinchao,-41.25,-68.7333,-03:00,America/Argentina/Buenos_Aires
MQE,MQE,AU,Marqua,-22.8167,137.35,+09:30,Australia/Darwin
MQF,MQF,RU,Magnitogorsk,53.3931,58.7556,+05:00,Asia/Yekaterinburg
MQG,MQG,NA,Midgard,-22.0833,17.3667,+02:00,Africa/Windhoek
MQH,MQH,BR,Minacu,-13.5483,-48.195,-03:00,America/Araguaina
MQI,MQI,US,Quincy,42.25,-71.0,-05:00,America/New_York
MQJ,MQJ,RU,Khonuu Moma,66.4508,143.2614,+11:00,Asia/Srednekolymsk
MQK,MQK,BO,San Matias,-16.3344,-58.3856,-04:00,America/La_Paz
MQL,MQL,AU,Mildura,-34.2292,142.0856,+10:00,Australia/Sydney
MQM,MQM,TR,Mardin,37.2233,40.6317,+03:00,Europe/Istanbul
MQN,MQN,NO,Mo I Rana,66.3667,14.3,+01:00,Europe/Oslo
MQO,MQO,PG,Malam,-8.7039,142.6511,+10:00,Pacific/Port_Moresby
MQP,MQP,ZA,Nelspruit,-25.3831,31.1056,+02:00,Africa/Johannesburg
MQQ,MQQ,TD,Moundou,8.6264,16.0725,+01:00,Africa/Ndjamena
MQR,MQR,CO,Mosquera,2.6667,-78.3417,-05:00,America/Bogota
MQS,MQS,VC,Mustique International,12.8883,-61.1792,-04:00,America/St_Vincent
MQT,MQT,US,Marquette,46.3536,-87.3953,-05:00,America/New_York
MQU,MQU,CO,Mariquita Jose Celestino Mutis,5.2167,-74.8833,-05:00,America/Bogota
MQV,MQV,DZ,Mostaganem,35.9,0.9833,+01:00,Africa/Algiers
MQW,MQW,US,Mc Rae Telfair-Wheeler,32.0833,-82.8667,-05:00,America/New_York
MQX,MQX,ET,Makale,13.4675,39.5333,+03:00,Africa/Addis_Ababa
MQY,MQY,US,Smyrna,36.0097,-86.5206,-06:00,America/Chicago
MQZ,MQZ,AU,Margaret River,-33.95,115.0667,+08:00,Australia/Perth
MRA,MRA,LY,Misurata,32.3219,15.0614,+02:00,Africa/Tripoli
MRB,MRB,US,Martinsburg Eastern W.V. Regional,39.4028,-77.9831,-05:00,America/New_York
MRC,MRC,US,Columbia/Mt Pleasant Maury County,35.6,-87.0333,-06:00,America/Chicago
MRD,MRD,VE,Merida,8.5822,-71.1611,-04:00,America/Caracas
MRE,MRE,KE,Masai Mara Mara Serena,-1.4044,35.0094,+03:00,Africa/Nairobi
MRF,MRF,US,Marfa Municipal,30.3711,-104.0181,-06:00,America/Chicago
MRG,MRG,AU,Mareeba,-17.0,145.4333,+10:00,Australia/Brisbane
MRH,MRH,PG,May River,-4.3333,141.8,+10:00,Pacific/Port_Moresby
MRI,ANC,US,Anchorage Merrill Field,61.2333,-149.9,-09:00,America/Anchorage
MRJ,MRJ,HN,Marcala,14.1333,-88.0333,-06:00,America/Tegucigalpa
MRK,MRK,US,Marco Island,25.9333,-81.7167,-05:00,America/New_York
MRL,MRL,AU,Miner's Lake,-20.0667,145.5833,+10:00,Australia/Brisbane
MRM,MRM,PG,Manare,-9.2,147.6,+10:00,Pacific/Port_Moresby
MRN,MRN,US,Morganton Foothills Regional,35.75,-81.725,-05:00,America/New_York
MRO,MRO,NZ,Masterton,-40.975,175.6328,+12:00,Pacific/Auckland
MRP,MRP,AU,Marla,-27.0333,133.1167,+09:30,Australia/Adelaide
MRQ,MRQ,PH,Marinduque,13.3619,121.8253,+08:00,Asia/Manila
MRR,MRR,EC,Macara J. M. Velasco Ibarra,-4.3833,-79.9333,-05:00,America/Guayaquil
MRS,MRS,FR,Marseille,43.4367,5.215,+01:00,Europe/Paris
MRT,MRT,AU,Moroak,-14.8167,133.7,+09:30,Australia/Darwin
MRU,MRU,MU,Mauritius,-20.4303,57.6836,+04:00,Indian/Mauritius
MRV,MRV,RU,Mineralnye Vody,44.225,43.0819,+03:00,Europe/Moscow
MRW,MRW,DK,Maribo Lolland Falster,54.6994,11.44,+01:00,Europe/Copenhagen
MRX,MRX,IR,Bandar Mahshahr Mahshahr,30.5522,49.1558,+03:30,Asia/Tehran
MRY,MRY,US,Monterey Peninsula,36.5869,-121.8431,-08:00,America/Los_Angeles
MRZ,MRZ,AU,Moree,-29.4989,149.8447,+10:00,Australia/Sydney
MSA,MSA,CA,Muskrat Dam,53.4414,-91.7631,-06:00,America/Winnipeg
MSB,MBX,SI,Maribor Bus Station,46.5592,15.6553,+01:00,Europe/Ljubljana
MSC,PHX,US,Phoenix Falcon Field Apt,33.4603,-111.7283,-07:00,America/Phoenix
MSD,MSD,US,Mount Pleasant,39.5247,-111.4744,-07:00,America/Denver
MSE,MSE,GB,Manston Kent International,51.3422,1.3461,+00:00,Europe/London
MSF,MSF,AU,Mount Swan,-22.6667,134.9167,+09:30,Australia/Darwin
MSG,MSG,LS,Matsaile,-29.7333,28.75,+02:00,Africa/Maseru
MSH,MSH,OM,Masirah Air Base,20.6756,58.25,+04:00,Asia/Muscat
MSI,MSI,ID,Masalembo,-5.5667,114.4333,+07:00,Asia/Pontianak
MSJ,MSJ,JP,Misawa,40.7033,141.3683,+09:00,Asia/Tokyo
MSK,MSK,CO,Puerto Gaitan Morelia,3.7511,-71.4564,-05:00,America/Bogota
MSL,MSL,US,Muscle Shoals/Florence Northwest Alabam,34.7464,-87.61,-06:00,America/Chicago
MSM,MSM,CD,Masi-Manimba,-4.8333,17.85,+01:00,Africa/Kinshasa
MSN,MSN,US,Madison,43.1397,-89.3375,-06:00,America/Chicago
MSO,MSO,US,Missoula,46.9164,-114.0906,-07:00,America/Denver
MSP,MSP,US,Minneapolis/St.Paul,44.8819,-93.2217,-06:00,America/Chicago
MSQ,MSQ,BY,Minsk 2,53.8825,28.0308,+03:00,Europe/Minsk
MSR,MSR,TR,Mus,38.7478,41.6611,+03:00,Europe/Istanbul
MSS,MSS,US,Massena International,44.9358,-74.8456,-05:00,America/New_York
MST,MST,NL,Maastricht,50.9158,5.7769,+01:00,Europe/Amsterdam
MSU,MSU,LS,Maseru,-29.4622,27.5525,+02:00,Africa/Maseru
MSV,MSV,US,Monticello Sullivan County Internationa,41.6167,-74.7,-05:00,America/New_York
MSW,MSW,ER,Massawa International,15.67,39.37,+03:00,Africa/Asmara
MSX,MSX,CG,Mossendjo,-2.95,12.7,+01:00,Africa/Brazzaville
MSY,MSY,US,New Orleans Louis Armstrong,29.9933,-90.2581,-06:00,America/Chicago
MSZ,MSZ,AO,Namibe Yuri Gagarin,-15.2617,12.1472,+01:00,Africa/Luanda
MTA,MTA,NZ,Matamata,-37.7333,175.75,+12:00,Pacific/Auckland
MTB,MTB,CO,Montelibano,7.9717,-75.4331,-05:00,America/Bogota
MTC,MTC,US,Mount Clemens Selfridge Angb,42.6,-82.8833,-05:00,America/New_York
MTD,MTD,AU,Mount Sanford Station,-16.9833,130.55,+09:30,Australia/Darwin
MTE,MTE,BR,Monte Alegre,-2.0167,-54.0667,-03:00,America/Araguaina
MTF,MTF,ET,Mizan Teferi,6.9667,35.5333,+03:00,Africa/Addis_Ababa
MTG,MTG,BR,Mato Grosso,-15.0167,-60.0167,-04:00,America/Porto_Velho
MTH,MTH,US,Marathon The Florida Keys,24.7258,-81.0528,-05:00,America/New_York
MTI,MTI,CV,Mosteiros,15.0,-24.4333,-01:00,Atlantic/Cape_Verde
MTJ,MTJ,US,Montrose,38.5053,-107.8942,-07:00,America/Denver
MTK,MTK,KI,Makin,3.3747,172.9925,+12:00,Pacific/Tarawa
MTL,MTL,AU,Maitland,-32.7333,151.55,+10:00,Australia/Sydney
MTM,MTM,US,Metlakatla Seaplane Base,55.1333,-131.5833,-09:00,America/Anchorage
MTN,BWI,US,Baltimore Martin State,39.3261,-76.4139,-05:00,America/New_York
MTO,MTO,US,Mattoon/Charleston Coles County Memoria,39.4833,-88.2833,-06:00,America/Chicago
MTP,MTP,US,Montauk,41.0769,-71.9203,-05:00,America/New_York
MTQ,MTQ,AU,Mitchell,-26.5833,147.9667,+10:00,Australia/Brisbane
MTR,MTR,CO,Monteria Los Garzones,8.8236,-75.8258,-05:00,America/Bogota
MTS,MTS,SZ,Manzini,-26.5289,31.3075,+02:00,Africa/Mbabane
MTT,MTT,MX,Minatitlan,18.1033,-94.5806,-06:00,America/Mexico_City
MTU,MTU,MZ,Montepuez,-13.1278,39.0028,+02:00,Africa/Maputo
MTV,MTV,VU,Mota Lava,-13.6661,167.7114,+11:00,Pacific/Efate
MTW,MTW,US,Manitowoc County,44.1292,-87.6828,-06:00,America/Chicago
MTX,FAI,US,Fairbanks Metro Field,64.8222,-147.8667,-09:00,America/Anchorage
MTY,MTY,MX,Monterrey,25.7786,-100.1069,-06:00,America/Mexico_City
MTZ,MTZ,IL,Masada Bar Yehuda,31.3333,35.3833,+02:00,Asia/Jerusalem
MUA,MUA,SB,Munda,-8.3272,157.2617,+11:00,Pacific/Guadalcanal
MUB,MUB,BW,Maun,-19.9725,23.4311,+02:00,Africa/Gaborone
MUC,MUC,DE,Munich,48.3539,11.7861,+01:00,Europe/Berlin
MUD,MUD,MZ,Mueda,-11.65,39.55,+02:00,Africa/Maputo
MUE,MUE,US,Kamuela Waimea-Kohala,20.0014,-155.6681,-10:00,Pacific/Honolulu
MUF,MUF,ID,Muting,-7.3833,140.3333,+09:00,Asia/Jayapura
MUG,MUG,MX,Mulege,26.8875,-112.0,-07:00,America/Mazatlan
MUH,MUH,EG,Mersa Matruh,31.3333,27.2167,+02:00,Africa/Cairo
MUI,MUI,US,Fort Indiantown Gap Muir Army Air Field,40.4,-76.6667,-05:00,America/New_York
MUJ,MUJ,ET,Mui,5.8647,35.7486,+03:00,Africa/Addis_Ababa
MUK,MUK,CK,Mauke Island,-20.1364,-157.3458,-10:00,Pacific/Rarotonga
MUL,MGR,US,Moultrie Spence Apt,31.0667,-83.8,-05:00,America/New_York
MUM,MUM,KE,Mumias,0.3333,34.4833,+03:00,Africa/Nairobi
MUN,MUN,VE,Maturin,9.7492,-63.1533,-04:00,America/Caracas
MUO,MUO,US,Mountain Home Air Force Base,43.1319,-115.7311,-07:00,America/Denver
MUP,MUP,AU,Mulga Park,-25.85,131.6,+09:30,Australia/Darwin
MUQ,MUQ,AU,Muccan Station,-20.6333,120.0333,+08:00,Australia/Perth
MUR,MUR,MY,Marudi,4.1794,114.3275,+08:00,Asia/Kuching
MUS,MUS,JP,Minamitorishima,24.3,153.9667,+09:00,Asia/Tokyo
MUT,MUT,US,Muscatine Municipal,41.3664,-91.1461,-06:00,America/Chicago
MUU,MUU,BR,Marau Barra Grande Barra Grande Airport,-13.9061,-38.9408,-03:00,America/Araguaina
MUV,PHL,US,Philadelphia Mustin Aux Landing Field,39.8667,-75.25,-05:00,America/New_York
MUW,MUW,DZ,Mascara Ghriss,35.2075,0.1461,+01:00,Africa/Algiers
MUX,MUX,PK,Multan,30.2033,71.4192,+05:00,Asia/Karachi
MUY,MUY,CG,Mouyondzi,-3.9833,13.9194,+01:00,Africa/Brazzaville
MUZ,MUZ,TZ,Musoma,-1.5,33.8,+03:00,Africa/Dar_es_Salaam
MVA,MVA,IS,Myvatn Reykjahlid,65.6558,-16.9181,+00:00,Atlantic/Reykjavik
MVB,MVB,GA,Franceville Mvengue,-1.6561,13.4381,+01:00,Africa/Libreville
MVC,MVC,US,Monroeville Monroe County,31.5167,-87.3167,-06:00,America/Chicago
MVD,MVD,UY,Montevideo,-34.8383,-56.0308,-03:00,America/Montevideo
MVE,MVE,US,Montevideo Chippewa County,44.95,-95.7167,-06:00,America/Chicago
MVF,MVF,BR,Mossoro Dix Sept Rosado,-5.2006,-37.3636,-03:00,America/Araguaina
MVG,MVG,GA,Mevang,0.0833,11.0833,+01:00,Africa/Libreville
MVH,MVH,AU,Macksville,-30.7167,152.9167,+10:00,Australia/Sydney
MVI,MVI,PG,Manetai,-6.0,155.3333,+11:00,Pacific/Bougainville
MVJ,MVJ,JM,Mandeville,18.0167,-77.5,-05:00,America/Jamaica
MVK,MVK,AU,Mulka,-28.35,138.65,+09:30,Australia/Adelaide
MVL,MVL,US,Morrisville/Stowe State,44.535,-72.6142,-05:00,America/New_York
MVM,MVM,US,Kayenta,36.7167,-110.2283,-07:00,America/Phoenix
MVN,MVN,US,Mount Vernon,38.3167,-88.8667,-06:00,America/Chicago
MVO,MVO,TD,Mongo,12.2,18.7833,+01:00,Africa/Ndjamena
MVP,MVP,CO,Mitu Fabio A. Leon Bentley,1.2536,-70.2339,-05:00,America/Bogota
MVQ,MVQ,BY,Mogilev,53.95,30.1333,+03:00,Europe/Minsk
MVR,MVR,CM,Maroua Salak,10.4514,14.2575,+01:00,Africa/Douala
